äa	f. poss. pron. her; {dit es äa Rock - this is her dress}. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4a	äa	Ehr	http://example.org/lexicon#S%C4%93_Ehr
_	_	_	Feeba	_
schoawe	to move, by pushing along a surface, dense material such as grain, dust, sand, earth etc. 	https://ereimer.net/plautdietsch/pddefns.htm#schoawe	schoawe	_
Schoawel	n. (pl: s) shard, small, broken pieces of china or earthenware. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoawel	Schoawel	_
schoawoakje	working on a road with implements. 	https://ereimer.net/plautdietsch/pddefns.htm#schoawoakje	schoawoakje	_
schobbe	to scratch the body against something to remove an itch. 	https://ereimer.net/plautdietsch/pddefns.htm#schobbe	schobbe	Schabb	http://example.org/lexicon#Schabb
_	_	_	schobbe	schabben	http://example.org/lexicon#sik_schabben
Schock	half a measure, close to half a bushel. 	https://ereimer.net/plautdietsch/pddefns.htm#Schock	Schock	Schock	http://example.org/lexicon#Schock_h%C4%97bben
_	_	_	Schock	Schock	http://example.org/lexicon#dat_Schock
_	_	_	Schock	Schock	http://example.org/lexicon#in_Schock_h%C4%97bben
_	_	_	Schock	Schock	http://example.org/lexicon#in_Schock_h%C5%8Dlen
Schockel	f. (pl: Schockle) a swing. 	https://ereimer.net/plautdietsch/pddefns.htm#Schockel	Schockel	_
Schockelpeat	n. hobby horse. 	https://ereimer.net/plautdietsch/pddefns.htm#Schockelpeat	Schockelpeat	_
Schockelstool	m. rocking chair. 	https://ereimer.net/plautdietsch/pddefns.htm#Schockelstool	Schockelstool	_
schockle	to rock, to swing. 	https://ereimer.net/plautdietsch/pddefns.htm#schockle	schockle	_
schockmol	often, many times, frequently. 	https://ereimer.net/plautdietsch/pddefns.htm#schockmol	schockmol	_
schod	too bad, unfortunate, regrettable. 	https://ereimer.net/plautdietsch/pddefns.htm#schod	schod	schood	http://example.org/lexicon#bl%C5%8D%C5%8Dts_schood
_	_	_	schod	schood	http://example.org/lexicon#man_schood
_	_	_	schod	schood	http://example.org/lexicon#schood
Schod doone	to cause hurt or damage, to vandalize. 	https://ereimer.net/plautdietsch/pddefns.htm#Schod%20doone	Schod	schood	http://example.org/lexicon#bl%C5%8D%C5%8Dts_schood
_	_	_	Schod	schood	http://example.org/lexicon#man_schood
_	_	_	Schod	schood	http://example.org/lexicon#schood
_	_	_	doone	Dōōn	http://example.org/lexicon#dat_D%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#%C4%97n_Sla%C4%9F_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#%C4%97n_To%C4%9F_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#%C5%8D%C5%8Dk_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#dat_%C5%8D%C5%8Dk_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#ni_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#nix_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#s%C5%8D_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#sien_Best_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#sik_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#sik_suur_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#wat%7Cnix_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#wat_an_d%C5%8D%C5%8Dn
_	_	_	doone	dōōn	http://example.org/lexicon#wat_d%C5%8D%C5%8Dn
schode	to hurt, to ail, to matter; (Daut kaun nuscht schode; it cannot matter) (Waut schot die? What is the matter? Are you hurting?). 	https://ereimer.net/plautdietsch/pddefns.htm#schode	schode	Schoden	http://example.org/lexicon#Schoden
_	_	_	schode	Schoden	http://example.org/lexicon#Schoden%7CSchood
_	_	_	schode	Schoden	http://example.org/lexicon#Schoden_%28vun%29_h%C4%97bben
_	_	_	schode	Schoden	http://example.org/lexicon#Schoden_an%E2%80%99t_Lief_lieden
_	_	_	schode	Schoden	http://example.org/lexicon#Schoden_ni_ween
_	_	_	schode	Schoden	http://example.org/lexicon#t%C5%8D_Schoden_komen
_	_	_	schode	schoden	http://example.org/lexicon#ni_schoden
_	_	_	schode	schoden	http://example.org/lexicon#nix_schoden
_	_	_	schode	schood	http://example.org/lexicon#bl%C5%8D%C5%8Dts_schood
_	_	_	schode	schood	http://example.org/lexicon#man_schood
_	_	_	schode	schood	http://example.org/lexicon#schood
Schode	m. hurt, damage, harm, destruction. 	https://ereimer.net/plautdietsch/pddefns.htm#Schode	Schode	Schoden	http://example.org/lexicon#Schoden
_	_	_	Schode	Schoden	http://example.org/lexicon#Schoden%7CSchood
_	_	_	Schode	Schoden	http://example.org/lexicon#Schoden_%28vun%29_h%C4%97bben
_	_	_	Schode	Schoden	http://example.org/lexicon#Schoden_an%E2%80%99t_Lief_lieden
_	_	_	Schode	Schoden	http://example.org/lexicon#Schoden_ni_ween
_	_	_	Schode	Schoden	http://example.org/lexicon#t%C5%8D_Schoden_komen
_	_	_	Schode	schoden	http://example.org/lexicon#ni_schoden
_	_	_	Schode	schoden	http://example.org/lexicon#nix_schoden
_	_	_	Schode	schood	http://example.org/lexicon#bl%C5%8D%C5%8Dts_schood
_	_	_	Schode	schood	http://example.org/lexicon#man_schood
_	_	_	Schode	schood	http://example.org/lexicon#schood
Schol	f. a scale; gout, spavin. 	https://ereimer.net/plautdietsch/pddefns.htm#Schol	Schol	School	http://example.org/lexicon#School
_	_	_	Schol	Schull	http://example.org/lexicon#Schull
_	_	_	Schol	Schâll	http://example.org/lexicon#Sch%C3%A2ll
_	_	_	Schol	Schâll	http://example.org/lexicon#Sch%C3%A2ll_ik%E2%80%A6%3F
_	_	_	Schol	Schōōl	http://example.org/lexicon#Sch%C5%8D%C5%8Dl
_	_	_	Schol	Schōōl	http://example.org/lexicon#h%C5%8Dge_Sch%C5%8D%C5%8Dl
_	_	_	Schol	Schōōl	http://example.org/lexicon#h%C8%ABgere_Sch%C5%8D%C5%8Dl
_	_	_	Schol	Schōōl	http://example.org/lexicon#no%7Ct%C5%8D_Sch%C5%8D%C5%8Dl_gohn
_	_	_	Schol	Schōōl	http://example.org/lexicon#no%7Ct%C5%8D_Sch%C5%8D%C5%8Dl_komen
_	_	_	Schol	Schōōl	http://example.org/lexicon#ut%E2%80%99_Sch%C5%8D%C5%8Dl_komen
_	_	_	Schol	Schōōl	http://example.org/lexicon#vun_de_Sch%C5%8D%C5%8Dl_afgohn
_	_	_	Schol	schull	http://example.org/lexicon#Worum_schull_%E2%80%A6_ni_%E2%80%A6%3F_
_	_	_	Schol	schull	http://example.org/lexicon#Worum_schull_%E2%80%A6_wull_%E2%80%A6%3F_
_	_	_	Schol	schull	http://example.org/lexicon#dat_schull_d%C4%97nn_al_ween%2C_datt
_	_	_	Schol	schull	http://example.org/lexicon#schull_%E2%80%A6
_	_	_	Schol	schâll	http://example.org/lexicon#sch%C3%A2ll%7Cma%C4%9F%7Cmutt%7C%E2%80%A6_ween
scholkjre	to shake a liquid in a container, to slosh around a liquid. 	https://ereimer.net/plautdietsch/pddefns.htm#scholkjre	scholkjre	_
Scholm	m. (pl: s) forelock, bangs, tuft. see Scha'briem. 	https://ereimer.net/plautdietsch/pddefns.htm#Scholm	Scholm	_
schomhauft	shameful. 	https://ereimer.net/plautdietsch/pddefns.htm#schomhauft	schomhauft	_
Schomp	f. shame. 	https://ereimer.net/plautdietsch/pddefns.htm#Schomp	Schomp	_
schom'peare	for a dress or suit to look good and improve looks; attactive. 	https://ereimer.net/plautdietsch/pddefns.htm#schom%27peare	schom'peare	_
schon'ieslijch	unattractively attired, sloppy dress. 	https://ereimer.net/plautdietsch/pddefns.htm#schon%27ieslijch	schon'ieslijch	_
Schoo	f. shoe. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoo	Schoo	Schōh	http://example.org/lexicon#Sch%C5%8Dh
Schoo Leest	f. a shoe last. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoo%20Leest	Schoo	Schōh	http://example.org/lexicon#Sch%C5%8Dh
_	_	_	Leest	_
Schoobaunt	m. shoe string, shoelace, latchet. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoobaunt	Schoobaunt	_
schoof	many, good supply, a large quantity. 	https://ereimer.net/plautdietsch/pddefns.htm#schoof	schoof	Schōōf	http://example.org/lexicon#dat_Sch%C5%8D%C5%8Df
_	_	_	schoof	Schōōv	http://example.org/lexicon#Sch%C5%8D%C5%8Dv
Schoohoake	m. shoehook, button hook. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoohoake	Schoohoake	_
School	f. (pl: e) school. 	https://ereimer.net/plautdietsch/pddefns.htm#School	School	School	http://example.org/lexicon#School
_	_	_	School	Schōōl	http://example.org/lexicon#Sch%C5%8D%C5%8Dl
_	_	_	School	Schōōl	http://example.org/lexicon#h%C5%8Dge_Sch%C5%8D%C5%8Dl
_	_	_	School	Schōōl	http://example.org/lexicon#h%C8%ABgere_Sch%C5%8D%C5%8Dl
_	_	_	School	Schōōl	http://example.org/lexicon#no%7Ct%C5%8D_Sch%C5%8D%C5%8Dl_gohn
_	_	_	School	Schōōl	http://example.org/lexicon#no%7Ct%C5%8D_Sch%C5%8D%C5%8Dl_komen
_	_	_	School	Schōōl	http://example.org/lexicon#ut%E2%80%99_Sch%C5%8D%C5%8Dl_komen
_	_	_	School	Schōōl	http://example.org/lexicon#vun_de_Sch%C5%8D%C5%8Dl_afgohn
Schoolbenkj	f. school bench. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoolbenkj	Schoolbenkj	_
Schoolfäaminda	m. headmaster. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoolf%C3%A4aminda	Schoolfäaminda	_
Schoolhüss	n. school house. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoolh%C3%BCss	Schoolhüss	_
Schoolleara	m. school teacher. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoolleara	Schoolleara	_
Schoolleara'rin	f. school teacher. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoolleara%27rin	Schoolleara'rin	_
Schoolordninj	f discipline, regulations. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoolordninj	Schoolordninj	_
Schoolunjarejcht	school instruction. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoolunjarejcht	Schoolunjarejcht	_
schoone	to save or hold for future use; to protect; to treat with consideration. 	https://ereimer.net/plautdietsch/pddefns.htm#schoone	schoone	schōnen	http://example.org/lexicon#sch%C5%8Dnen
_	_	_	schoone	schōnen	http://example.org/lexicon#sik_ni_sch%C5%8Dnen
schoons	really! already?. 	https://ereimer.net/plautdietsch/pddefns.htm#schoons	schoons	schōōns	http://example.org/lexicon#sch%C5%8D%C5%8Dns%28t%29
Schoop	f. (pl: e) scoop, dust pan. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoop	Schoop	Schoop	http://example.org/lexicon#dat_Schoop
Schoose	f. pranks, tricks, naughtiness. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoose	Schoose	_
Schoot	f. (pl: e) lap; a plant shoot; a legume pod. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoot	Schoot	Schōōt	http://example.org/lexicon#Sch%C5%8D%C5%8Dt
_	_	_	Schoot	Schōōt	http://example.org/lexicon#ni_de_Hannen_in%E2%80%99_Sch%C5%8D%C5%8Dt_l%C4%97ggen
_	_	_	Schoot	Skoot	http://example.org/lexicon#Skoot
Schooteschiesel	m. (pl: s) scarecrow. 	https://ereimer.net/plautdietsch/pddefns.htm#Schooteschiesel	Schooteschiesel	_
Schoothunt	m. a lap dog. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoothunt	Schoothunt	_
Schoowikjs	f. shoe polish. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoowikjs	Schoowikjs	_
Schoowikjsa	m. a bootblack. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoowikjsa	Schoowikjsa	_
Schop	f. sheep. 	https://ereimer.net/plautdietsch/pddefns.htm#Schop	Schop	Schoop	http://example.org/lexicon#dat_Schoop
Schophock	n. sheep pen. 	https://ereimer.net/plautdietsch/pddefns.htm#Schophock	Schophock	_
Schopsbrode	m. mutton, leg of lamb. 	https://ereimer.net/plautdietsch/pddefns.htm#Schopsbrode	Schopsbrode	_
Schopschoawel	n. sheep sorrel, lambs' quarters. 	https://ereimer.net/plautdietsch/pddefns.htm#Schopschoawel	Schopschoawel	_
Schopsfal	n. parchment, sheepskin. 	https://ereimer.net/plautdietsch/pddefns.htm#Schopsfal	Schopsfal	_
Schopsfleesch	n. mutton. 	https://ereimer.net/plautdietsch/pddefns.htm#Schopsfleesch	Schopsfleesch	_
Schopskopp	m. dunderhead. 	https://ereimer.net/plautdietsch/pddefns.htm#Schopskopp	Schopskopp	_
Schopspels	m. sheepskin coat. 	https://ereimer.net/plautdietsch/pddefns.htm#Schopspels	Schopspels	_
Schopsweid	f. sheep pasture. 	https://ereimer.net/plautdietsch/pddefns.htm#Schopsweid	Schopsweid	_
Schopswoll	f. sheeps wool. 	https://ereimer.net/plautdietsch/pddefns.htm#Schopswoll	Schopswoll	Schoopswull	http://example.org/lexicon#Schoopswull
schorf	m. scab, scurf. 	https://ereimer.net/plautdietsch/pddefns.htm#schorf	schorf	Schorf	http://example.org/lexicon#de%7Cdat_Schorf
Schorm	m. (pl: s) lampshade, parasol, umbrella. 	https://ereimer.net/plautdietsch/pddefns.htm#Schorm	Schorm	Schârm	http://example.org/lexicon#Sch%C3%A2rm
schorr morr	n. a clutter, a disorganized mix up, pot pourri. 	https://ereimer.net/plautdietsch/pddefns.htm#schorr%20morr	schorr	Schoor	http://example.org/lexicon#Schoor
_	_	_	morr	Mōhr	http://example.org/lexicon#M%C5%8Dhr
_	_	_	morr	Mōōr	http://example.org/lexicon#dat_M%C5%8D%C5%8Dr
schorre	to slide slowly, like sand down an embankment. 	https://ereimer.net/plautdietsch/pddefns.htm#schorre	schorre	Schoor	http://example.org/lexicon#Schoor
Schorsteen	m. chimney, smoke stack. 	https://ereimer.net/plautdietsch/pddefns.htm#Schorsteen	Schorsteen	_
Schorsteenfäaja	m. chimney sweep. 	https://ereimer.net/plautdietsch/pddefns.htm#Schorsteenf%C3%A4aja	Schorsteenfäaja	_
Schortinj	wooden well cribbing. 	https://ereimer.net/plautdietsch/pddefns.htm#Schortinj	Schortinj	_
schorwijch	scaly, rough outer skin. 	https://ereimer.net/plautdietsch/pddefns.htm#schorwijch	schorwijch	_
Schosel	m. dunderhead, one who acts silly. 	https://ereimer.net/plautdietsch/pddefns.htm#Schosel	Schosel	_
schoslijch	silly, stupid. 	https://ereimer.net/plautdietsch/pddefns.htm#schoslijch	schoslijch	_
Schoss	m. a shot, a round, a projectile. 	https://ereimer.net/plautdietsch/pddefns.htm#Schoss	Schoss	_
Schosskjal	f. (pl: e) the box behind the buggy seat; a buggy trunk. 	https://ereimer.net/plautdietsch/pddefns.htm#Schosskjal	Schosskjal	_
schot'teare	to assess, estimate, appraise, evaluate, gauge. 	https://ereimer.net/plautdietsch/pddefns.htm#schot%27teare	schot'teare	_
Schowanack	m. (pl: e) mischief, tricks, pranks, lark. 	https://ereimer.net/plautdietsch/pddefns.htm#Schowanack	Schowanack	Schovernack	http://example.org/lexicon#Schovernack
schräde	to pace, to walk. 	https://ereimer.net/plautdietsch/pddefns.htm#schr%C3%A4de	schräde	Schreed	http://example.org/lexicon#%C3%A2ll_teihn_Schreed
schräje	to singe, scorch, sear. 	https://ereimer.net/plautdietsch/pddefns.htm#schr%C3%A4je	schräje	Schrēgen	http://example.org/lexicon#%C4%97n_Schr%C4%93gen
_	_	_	schräje	Schrēēǧ	http://example.org/lexicon#Schr%C4%93%C4%93%C7%A7
_	_	_	schräje	schrēge	http://example.org/lexicon#schr%C4%93%C4%93%C7%A7%7Cschr%C4%93ge
_	_	_	schräje	schrēēǧ	http://example.org/lexicon#schr%C4%93%C4%93%C7%A7%7Cschr%C4%93ge
Schrakj	m. fear, dread, fright, panic, terror. 	https://ereimer.net/plautdietsch/pddefns.htm#Schrakj	Schrakj	Schreck	http://example.org/lexicon#Schreck
_	_	_	Schrakj	Schreck	http://example.org/lexicon#v%C3%B6r_Schreck
schrakjlijch	dreadful, shocking, terrible, awful, frightful. 	https://ereimer.net/plautdietsch/pddefns.htm#schrakjlijch	schrakjlijch	_
Schrank	m. (pl: e) cupboard. 	https://ereimer.net/plautdietsch/pddefns.htm#Schrank	Schrank	Schrank	http://example.org/lexicon#Schrank
Schraum	f. (pl: e) a scratch. 	https://ereimer.net/plautdietsch/pddefns.htm#Schraum	Schraum	Schramm	http://example.org/lexicon#Schramm
schraume	to scratch, to scar, score, scrape. 	https://ereimer.net/plautdietsch/pddefns.htm#schraume	schraume	Schramm	http://example.org/lexicon#Schramm
_	_	_	schraume	schrammen	http://example.org/lexicon#schrammen
Schreft	f. (pl: e) script, writing, literature. 	https://ereimer.net/plautdietsch/pddefns.htm#Schreft	Schreft	Schrift	http://example.org/lexicon#Schrift
Schreft stäle	plagiarize. 	https://ereimer.net/plautdietsch/pddefns.htm#Schreft%20st%C3%A4le	Schreft	Schrift	http://example.org/lexicon#Schrift
_	_	_	stäle	Stell	http://example.org/lexicon#Stell
_	_	_	stäle	Stell	http://example.org/lexicon#dat_Stell
_	_	_	stäle	Stellen	http://example.org/lexicon#Stellen
_	_	_	stäle	stehlen	http://example.org/lexicon#stehlen
_	_	_	stäle	stellen	http://example.org/lexicon#beter%7Cl%C4%93ger_stellen
_	_	_	stäle	stellen	http://example.org/lexicon#dat_Muul_stellen
_	_	_	stäle	stellen	http://example.org/lexicon#in_de_Eck_stellen
_	_	_	stäle	stellen	http://example.org/lexicon#op%E2%80%99n_Disch_stellen
_	_	_	stäle	stellen	http://example.org/lexicon#sik_buten_de_R%C4%93%C4%93%C7%A7_stellen
_	_	_	stäle	stellen	http://example.org/lexicon#sik_in%E2%80%99_We%C7%A7_stellen
_	_	_	stäle	stellen	http://example.org/lexicon#sik_stellen
_	_	_	stäle	stellen	http://example.org/lexicon#sik_t%C5%8D_Streev_stellen
_	_	_	stäle	stellen	http://example.org/lexicon#t%C5%8D_Streev_h%C4%97bben%7Csetten%7Ch%C5%8Dlen%7Cstellen
_	_	_	stäle	stellen	http://example.org/lexicon#wat_op%E2%80%99e_B%C4%93%C4%93n_stellen
schreftlijch	according to Scripture, written, in writing, scriptural. 	https://ereimer.net/plautdietsch/pddefns.htm#schreftlijch	schreftlijch	_
schreftlijch beleidje	to incur libel. 	https://ereimer.net/plautdietsch/pddefns.htm#schreftlijch%20beleidje	schreftlijch	_
_	_	_	beleidje	_
schreftlijch fekloage	to indict. 	https://ereimer.net/plautdietsch/pddefns.htm#schreftlijch%20fekloage	schreftlijch	_
_	_	_	fekloage	verklogen	http://example.org/lexicon#verklogen
Schreftstalla	m. (pl: sch) writer, author, editor. 	https://ereimer.net/plautdietsch/pddefns.htm#Schreftstalla	Schreftstalla	_
Schrett	m. (pl: Schräd) stride, step, pace. 	https://ereimer.net/plautdietsch/pddefns.htm#Schrett	Schrett	_
Schrettwiess	pace by pace, step by step. 	https://ereimer.net/plautdietsch/pddefns.htm#Schrettwiess	Schrettwiess	_
schriee	to scream, cry out, screech, yell. 	https://ereimer.net/plautdietsch/pddefns.htm#schriee	schriee	Schrie	http://example.org/lexicon#Schrie
_	_	_	schriee	Schriǧǧ	http://example.org/lexicon#Schri%C7%A7%C7%A7
Schriew Woa	f. stationery. 	https://ereimer.net/plautdietsch/pddefns.htm#Schriew%20Woa	Schriew	_
_	_	_	Woa	Woor	http://example.org/lexicon#Woor
_	_	_	Woa	wer	http://example.org/lexicon#wer
_	_	_	Woa	wo	http://example.org/lexicon#wo
_	_	_	Woa	wo	http://example.org/lexicon#wo_%E2%80%A6_as
_	_	_	Woa	wo	http://example.org/lexicon#wo_as
_	_	_	Woa	wohr	http://example.org/lexicon#ni_wohr
_	_	_	Woa	wohr	http://example.org/lexicon#wiss_un_wohr
_	_	_	Woa	wohr	http://example.org/lexicon#wohr
_	_	_	Woa	wohr	http://example.org/lexicon#wohr%7C-e
Schriewa	m. (pl: sch) writer, secretary, clerk, author, novelist, recorder, scribe. 	https://ereimer.net/plautdietsch/pddefns.htm#Schriewa	Schriewa	Schriever	http://example.org/lexicon#Schriever
Schriewbüak	n. copy book, tablet, scribbler. 	https://ereimer.net/plautdietsch/pddefns.htm#Schriewb%C3%BCak	Schriewbüak	Schrievbōōk	http://example.org/lexicon#dat_Schrievb%C5%8D%C5%8Dk
Schriewdesch	m. writing desk. 	https://ereimer.net/plautdietsch/pddefns.htm#Schriewdesch	Schriewdesch	_
schriewe	to write. 	https://ereimer.net/plautdietsch/pddefns.htm#schriewe	schriewe	Schrieḃen	http://example.org/lexicon#dat_Schrie%E1%B8%83en
_	_	_	schriewe	schrieḃen	http://example.org/lexicon#%28sik%29_achter_de_%C5%8Chren_schrie%E1%B8%83en
_	_	_	schriewe	schrieḃen	http://example.org/lexicon#in%E2%80%99_Sch%C3%B6st%C4%93%C4%93n_schrie%E1%B8%83en_
_	_	_	schriewe	schrieḃen	http://example.org/lexicon#in%E2%80%99_Wind_schrie%E1%B8%83en
_	_	_	schriewe	schrieḃen	http://example.org/lexicon#schrie%E1%B8%83en
Schriewkonnst	penmanship, prose, poetry. 	https://ereimer.net/plautdietsch/pddefns.htm#Schriewkonnst	Schriewkonnst	_
Schriewmaschien	f. typewriter. 	https://ereimer.net/plautdietsch/pddefns.htm#Schriewmaschien	Schriewmaschien	_
Schriewpa'pia	n. writing paper. 	https://ereimer.net/plautdietsch/pddefns.htm#Schriewpa%27pia	Schriewpa'pia	_
schrinje	vibrate, quiver, throb, pulse, smart. 	https://ereimer.net/plautdietsch/pddefns.htm#schrinje	schrinje	_
schroff	rough, see ruch. 	https://ereimer.net/plautdietsch/pddefns.htm#schroff	schroff	_
Schrooda	m. crusher, grinder. 	https://ereimer.net/plautdietsch/pddefns.htm#Schrooda	Schrooda	_
schroode	to crush, to grind grain, to grind into smaller particles. 	https://ereimer.net/plautdietsch/pddefns.htm#schroode	schroode	schrood	http://example.org/lexicon#schrood%7Cschrode
_	_	_	schroode	schrood	http://example.org/lexicon#schrood_g%C4%93gen%28%C3%B6ver%29
Schroot	n. chop, chopped grain, fine particles. 	https://ereimer.net/plautdietsch/pddefns.htm#Schroot	Schroot	Schrōōt	http://example.org/lexicon#Schr%C5%8D%C5%8Dt_mohlen
_	_	_	Schroot	Schrōōt	http://example.org/lexicon#dat_Schr%C5%8D%C5%8Dt
Schrop	f. (pl: e) curry comb. 	https://ereimer.net/plautdietsch/pddefns.htm#Schrop	Schrop	_
Schropa	m. scraper. 	https://ereimer.net/plautdietsch/pddefns.htm#Schropa	Schropa	Schroper	http://example.org/lexicon#Schroper
schrope	to curry down a horse, to scrape. 	https://ereimer.net/plautdietsch/pddefns.htm#schrope	schrope	schropen	http://example.org/lexicon#op%E2%80%99n_Dutt_schropen
_	_	_	schrope	schropen	http://example.org/lexicon#schropen
schrots	aslant, oblique, transverse, slanting, sloping. 	https://ereimer.net/plautdietsch/pddefns.htm#schrots	schrots	_
schrubbrijch	scrubby, like a short beard. 	https://ereimer.net/plautdietsch/pddefns.htm#schrubbrijch	schrubbrijch	_
Schrugg	f. (pl: e) a nag, a bobtail. 	https://ereimer.net/plautdietsch/pddefns.htm#Schrugg	Schrugg	_
Schrüw	f. a screw, auger. 	https://ereimer.net/plautdietsch/pddefns.htm#Schr%C3%BCw	Schrüw	_
Schrüwendreia	m. (pl: sch) screw driver. 	https://ereimer.net/plautdietsch/pddefns.htm#Schr%C3%BCwendreia	Schrüwendreia	Schruḃendreiher	http://example.org/lexicon#Schru%E1%B8%83endreiher
Schrüwglauss	n. a jar with a screw on top. 	https://ereimer.net/plautdietsch/pddefns.htm#Schr%C3%BCwglauss	Schrüwglauss	_
Schrüwschlätel	m. an adjustable wrench, spanner. 	https://ereimer.net/plautdietsch/pddefns.htm#Schr%C3%BCwschl%C3%A4tel	Schrüwschlätel	_
Schrüwstock	m. a vise. 	https://ereimer.net/plautdietsch/pddefns.htm#Schr%C3%BCwstock	Schrüwstock	_
Schüa	sn, (pl: re) a shed. 	https://ereimer.net/plautdietsch/pddefns.htm#Sch%C3%BCa	Schüa	Schōh	http://example.org/lexicon#Sch%C5%8Dh
schüaräajle	continual, grumpy, pestering or begging by children of their parents. 	https://ereimer.net/plautdietsch/pddefns.htm#sch%C3%BCar%C3%A4ajle	schüaräajle	_
Schubback	m. (pl: s) a thrust. 	https://ereimer.net/plautdietsch/pddefns.htm#Schubback	Schubback	_
schuchta	skittish, bridle shy, timid. 	https://ereimer.net/plautdietsch/pddefns.htm#schuchta	schuchta	_
schüe	shun, avoid. 	https://ereimer.net/plautdietsch/pddefns.htm#sch%C3%BCe	schüe	Schü	http://example.org/lexicon#Sch%C3%BC
_	_	_	schüe	schu	http://example.org/lexicon#schu
Schüflod	f. (pl: e) desk drawer. 	https://ereimer.net/plautdietsch/pddefns.htm#Sch%C3%BCflod	Schüflod	_
Schuft	m. (pl: e) scoundrel, wretch, scamp. 	https://ereimer.net/plautdietsch/pddefns.htm#Schuft	Schuft	Schuft	http://example.org/lexicon#Schuft
Schüklaupe	m. (pl: s) blinkers, blinders as on a bridle. 	https://ereimer.net/plautdietsch/pddefns.htm#Sch%C3%BCklaupe	Schüklaupe	Schuklapp	http://example.org/lexicon#Schuklapp
schuldijch	guilty, owing, indebted. 	https://ereimer.net/plautdietsch/pddefns.htm#schuldijch	schuldijch	_
Schülinj	f. (pl: e) on the shelter side, leeside. 	https://ereimer.net/plautdietsch/pddefns.htm#Sch%C3%BClinj	Schülinj	_
Schulla	f. (pl: Schullre) shoulder. 	https://ereimer.net/plautdietsch/pddefns.htm#Schulla	Schulla	Schuller	http://example.org/lexicon#Schuller
_	_	_	Schulla	Schuller	http://example.org/lexicon#de_k%C5%8Dle_Schuller_wiesen
